"","player_name","player_team","round","DSSal_Hist","dreamTeamPoints"
"1293","Scott Pendlebury","COL",1,13820,90
"1294","Jordan Clark","GEE",1,7000,60
"1295","Jamie Elliott","COL",1,8500,79
"1296","Adam Treloar","COL",1,15980,125
"1297","Brandan Parfitt","GEE",1,9800,84
"1298","Luke Dahlhaus","GEE",1,11160,98
"1299","Tom Phillips","COL",1,12870,88
"1300","Dayne Beams","COL",1,15030,90
"1301","Rhys Stanley","GEE",1,12450,85
"1302","Tim Kelly","GEE",1,13870,108
"1303","Jack Crisp","COL",1,13130,78
"1304","Josh Thomas","COL",1,9800,45
"1305","Tom Stewart","GEE",1,10920,102
"1306","Mitch Duncan","GEE",1,14420,95
"1307","James Aish","COL",1,9870,85
"1308","Gryan Miers","GEE",1,5000,45
"1309","Jeremy Howe","COL",1,10790,72
"1310","Mason Cox","COL",1,9840,55
"1311","Jordan De Goey","COL",1,11190,54
"1312","Sam Menegola","GEE",1,14510,81
"1313","Jordan Roughead","COL",1,9970,50
"1314","Chris Mayne","COL",1,11270,86
"1315","Tom Langdon","COL",1,10580,65
"1316","Harry Taylor","GEE",1,7550,71
"1317","Gary Rohan","GEE",1,6490,49
"1318","Jaidyn Stephenson","COL",1,8940,71
"1319","Esava Ratugolea","GEE",1,6910,20
"1320","Jack Henry","GEE",1,7920,20
"1321","Brayden Maynard","COL",1,10420,43
"1322","Mark Blicavs","GEE",1,8960,47
"1323","Gary Ablett","GEE",1,15220,93
"1324","Jake Kolodjashnij","GEE",1,6790,39
"1325","Travis Varcoe","COL",1,7800,39
"1326","Callum L. Brown","COL",1,8460,40
"1327","Tom Hawkins","GEE",1,13670,76
"1328","Mark O'Connor","GEE",1,6850,46
"1329","Brody Mihocek","COL",1,9810,50
"1378","Kyle Dunkley","MEL",16,5000,46
"1379","Braydon Preuss","MEL",16,9880,108
"1380","Jack Ziebell","NTH",16,13700,111
"1381","Stefan Martin","BRL",16,12140,106
"1382","Josh Kelly","GWS",16,16960,89
"1383","Stephen Coniglio","GWS",16,15450,146
"1384","Ed Curnow","CAR",16,12990,111
"1385","Zac Williams","GWS",16,12350,120
"1386","Tom McDonald","MEL",16,9070,127
"1387","Clayton Oliver","MEL",16,15470,116
"1388","Lachie Neale","BRL",16,13950,134
"1389","Jackson Hately","GWS",16,9570,47
"1390","Matthew Kreuzer","CAR",16,11170,86
"1391","Christian Salem","MEL",16,13070,87
"1392","Bayley Fritsch","MEL",16,9470,121
"1393","Kade Simpson","CAR",16,10360,55
"1394","Sam Walsh","CAR",16,13990,98
"1395","Tim Taranto","GWS",16,16340,93
"1396","Jasper Pittard","NTH",16,10800,96
"1397","Marc Murphy","CAR",16,13480,93
"1398","Jack Viney","MEL",16,11630,83
"1399","Angus Brayshaw","MEL",16,13980,65
"1400","Christian Petracca","MEL",16,10950,80
"1401","Jack Billings","STK",16,14020,128
"1402","James Harmes","MEL",16,13030,94
"1403","Jack Steele","STK",16,12690,132
"1404","Rowan Marshall","STK",16,14070,108
"1405","Nic Newman","CAR",16,11720,111
"1406","Jay Lockhart","MEL",16,8790,38
"1407","Hunter Clark","STK",16,8490,78
"1408","Jade Gresham","STK",16,11500,67
"1409","Sebastian Ross","STK",16,13710,57
"1410","Levi Casboult","CAR",16,9070,53
"1411","Michael Hibberd","MEL",16,8460,62
"1412","Sam Durdin","NTH",16,5280,12
"1414","Jordan Lewis","MEL",16,8770,64
"1415","Luke Dunstan","STK",16,11790,119
"1416","Nick Coffield","STK",16,7930,35
"1417","Jarryd Lyons","BRL",16,13180,91
"1418","Jack Silvagni","CAR",16,8420,109
"1419","Sam Petrevski-Seton","CAR",16,11920,47
"1420","Will Setterfield","CAR",16,10010,72
"1421","Jed Anderson","NTH",16,12570,85
"1422","Luke McDonald","NTH",16,8280,61
"1423","Toby Greene","GWS",16,11620,79
"1424","Dayne Zorko","BRL",16,14920,121
"1425","Jacob Hopper","GWS",16,12850,106
"1426","Harry Perryman","GWS",16,10280,77
"1427","Alex Neal-Bullen","MEL",16,8980,82
"1428","Todd Goldstein","NTH",16,12130,117
"1429","Paul Ahern","NTH",16,9180,64
"1430","Jy Simpkin","NTH",16,10480,110
"1431","Ben Long","STK",16,7250,55
"1432","Nick Hind","STK",16,7310,39
"1433","Marcus Adams","BRL",16,8440,40
"1434","Brett Deledio","GWS",16,10400,101
"1435","Liam Jones","CAR",16,6610,15
"1436","Mitch Hannan","MEL",16,7270,46
"1437","Ben Brown","NTH",16,10200,54
"1438","Ben Cunnington","NTH",16,13320,78
"1439","Jared Polec","NTH",16,12420,90
"1440","Blake Acres","STK",16,10060,74
"1441","Jeremy Cameron","GWS",16,11910,75
"1442","Dawson Simpson","GWS",16,9130,86
"1443","Caleb Marchbank","CAR",16,8510,34
"1444","Steven May","MEL",16,10330,54
"1445","Dale Thomas","CAR",16,10950,72
"1446","Lochie O'Brien","CAR",16,8230,38
"1447","Robbie Tarrant","NTH",16,9250,72
"1448","Josh Bruce","STK",16,7680,113
"1449","Jack Newnes","STK",16,10170,87
"1450","Trent Dumont","NTH",16,12990,84
"1451","Mason Wood","NTH",16,10090,27
"1452","Ben Paton","STK",16,7910,69
"1453","Tarryn Thomas","NTH",16,8340,61
"1454","Callum Wilkie","STK",16,8840,66
"1455","Daniel Rich","BRL",16,12500,67
"1456","Lincoln McCarthy","BRL",16,7670,109
"1457","Cameron Rayner","BRL",16,6100,50
"1458","Mitch McGovern","CAR",16,6970,28
"1459","Sam Weideman","MEL",16,6970,65
"1460","Harrison Petty","MEL",16,5610,40
"1462","Shaun Atley","NTH",16,9540,80
"1463","Scott D. Thompson","NTH",16,8690,81
"1464","Luke Davies-Uniacke","NTH",16,7910,40
"1465","Adam Kennedy","GWS",16,8540,81
"1466","Heath Shaw","GWS",16,12110,53
"1467","Mitch Robinson","BRL",16,12770,88
"1468","Jeremy Finlayson","GWS",16,10690,15
"1469","Hugh McCluggage","BRL",16,13100,116
"1470","Alex Witherden","BRL",16,11460,59
"1471","Noah Answerth","BRL",16,7000,79
"1472","Jacob Weitering","CAR",16,8060,31
"1473","Sam Frost","MEL",16,8160,75
"1474","Nathan Jones","MEL",16,11240,83
"1475","Darcy Lang","CAR",16,8620,52
"1476","Jayden Hunt","MEL",16,8340,66
"1477","Matthew Kennedy","CAR",16,8970,51
"1478","Zac Fisher","CAR",16,10010,50
"1479","Paddy Dow","CAR",16,7840,33
"1480","Michael Gibbons","CAR",16,9140,45
"1481","Kayne Turner","NTH",16,8950,30
"1482","Marley Williams","NTH",16,8390,61
"1483","Shane Savage","STK",16,11770,69
"1484","Jack Sinclair","STK",16,9980,47
"1485","Tim Membrey","STK",16,9700,56
"1486","Nick Larkey","NTH",16,7000,82
"1487","Cameron Zurhaar","NTH",16,8880,108
"1488","Matthew Parker","STK",16,7390,36
"1489","Adam Tomlinson","GWS",16,11500,67
"1490","Ryan Lester","BRL",16,8610,46
"1491","Luke Hodge","BRL",16,8900,85
"1492","Nick Haynes","GWS",16,10740,61
"1493","Eric Hipwood","BRL",16,7970,56
"1494","Harry Himmelberg","GWS",16,8810,98
"1495","Zac Bailey","BRL",16,7100,49
"1513","Lachie Plowman","CAR",16,8880,58
"1572","Daniel McKenzie","STK",16,6650,53
"1577","Jake Carlisle","STK",16,10140,51
"1602","Phil Davis","GWS",16,10160,88
"1608","Harris Andrews","BRL",16,8500,55
"1610","Allen Christensen","BRL",16,10830,42
"1612","Darcy Gardiner","BRL",16,8080,53
"1613","Daniel McStay","BRL",16,8130,55
"1619","Charlie Cameron","BRL",16,9290,74
"1620","Sam J. Reid","GWS",16,9200,48
"1626","Jarrod Berry","BRL",16,11650,78
"1643","Brent Daniels","GWS",16,7600,60
"1644","Zac Langdon","GWS",16,7380,39
"1646","Sam Taylor","GWS",16,6020,57
"1659","Brodie Smith","ADE",1,8700,75
"1660","Dom Sheed","WCE",1,11930,133
"1661","Max Gawn","MEL",1,14570,68
"1662","Tom Rockliff","PTA",1,13210,166
"1663","Rory Sloane","ADE",1,13220,144
"1664","Angus Brayshaw","MEL",1,15850,100
"1665","James Worpel","HAW",1,10810,101
"1666","Isaac Heeney","SYD",1,12660,85
"1667","James Cousins","HAW",1,9090,98
"1668","Tom Liberatore","WBD",1,10670,87
"1669","Zak Butters","PTA",1,6800,64
"1670","Brad Crouch","ADE",1,14500,109
"1671","Tom Lynch","ADE",1,11290,71
"1672","Tim English","WBD",1,9470,66
"1673","Stefan Martin","BRL",1,13480,63
"1674","Jack Scrimshaw","HAW",1,6900,53
"1675","Callum Sinclair","SYD",1,12540,105
"1676","Oscar Allen","WCE",1,5610,48
"1677","Willem Drew","PTA",1,7200,86
"1678","Xavier Duursma","PTA",1,6750,71
"1679","Matt Crouch","ADE",1,16170,132
"1680","Callum Mills","SYD",1,10420,73
"1681","Taylor Walker","ADE",1,8970,54
"1682","Jack Darling","WCE",1,11010,68
"1683","Clayton Oliver","MEL",1,16070,73
"1684","Jack Macrae","WBD",1,17530,107
"1685","Lachie Neale","BRL",1,14670,91
"1686","Robbie Gray","PTA",1,11260,79
"1687","Sam Reid","SYD",1,7860,62
"1688","Lincoln McCarthy","BRL",1,7900,67
"1689","Michael Hibberd","MEL",1,9310,62
"1690","Sam Jacobs","ADE",1,11620,73
"1691","Jake Lloyd","SYD",1,14920,126
"1692","Karl Amon","PTA",1,7090,66
"1693","Bayley Fritsch","MEL",1,9450,61
"1694","Scott Lycett","PTA",1,10320,44
"1695","Travis Boak","PTA",1,12540,144
"1696","Corey Wagner","MEL",1,5000,66
"1697","Sam Weideman","MEL",1,8390,65
"1698","Tom Papley","SYD",1,9450,92
"1699","Ryan Clarke","SYD",1,10370,51
"1700","Jarryd Lyons","BRL",1,13080,96
"1701","Rory Laird","ADE",1,15440,103
"1702","Wayne Milera","ADE",1,11860,91
"1703","Josh Dunkley","WBD",1,15240,79
"1704","Shannon Hurn","WCE",1,12380,79
"1705","Nathan Vardy","WCE",1,7960,17
"1706","Jack Watts","PTA",1,8720,92
"1707","Marty Hore","MEL",1,7000,42
"1708","Lance Franklin","SYD",1,12650,49
"1709","Dayne Zorko","BRL",1,14050,94
"1710","Jarrod Brander","WCE",1,5000,48
"1711","Christian Salem","MEL",1,12000,128
"1712","Jack Viney","MEL",1,12240,47
"1713","Christian Petracca","MEL",1,12170,54
"1714","Riley Bonner","PTA",1,7480,72
"1715","Tom Sparrow","MEL",1,5000,64
"1716","Bryce Gibbs","ADE",1,14320,79
"1717","James Sicily","HAW",1,13150,106
"1718","Jaeger O'Meara","HAW",1,14580,106
"1719","Caleb Daniel","WBD",1,11650,75
"1720","Toby McLean","WBD",1,12180,72
"1721","Rhys Mathieson","BRL",1,8840,80
"1722","Jack Petruccelle","WCE",1,7100,46
"1723","Nathan Jones","MEL",1,11310,78
"1724","Tom McDonald","MEL",1,12690,42
"1725","Darcy Byrne-Jones","PTA",1,9480,69
"1726","Jayden Hunt","MEL",1,7920,51
"1727","Paddy Ryder","PTA",1,11300,46
"1728","Rory Atkins","ADE",1,11450,97
"1729","Liam Shiels","HAW",1,14140,73
"1730","Chayce Jones","ADE",1,7000,50
"1731","Josh P. Kennedy","SYD",1,13320,95
"1732","Lachie Hunter","WBD",1,15380,112
"1733","Bailey Smith","WBD",1,7200,36
"1734","Ryan Bastinac","BRL",1,8990,71
"1735","Chris Masten","WCE",1,10400,34
"1736","Cameron Rayner","BRL",1,9220,68
"1737","James Harmes","MEL",1,13690,91
"1738","Brad Ebert","PTA",1,12310,109
"1739","Justin Westhoff","PTA",1,14640,120
"1740","Alex Neal-Bullen","MEL",1,11580,68
"1741","Ryan Burton","PTA",1,9260,93
"1742","Jake Melksham","MEL",1,9590,81
"1743","Sam Powell-Pepper","PTA",1,10580,61
"1744","Connor Rozee","PTA",1,6990,69
"1745","Sam Lloyd","WBD",1,9570,82
"1746","Zak Jones","SYD",1,9740,94
"1747","Luke Parker","SYD",1,14850,94
"1748","Tory Dickson","WBD",1,6420,56
"1749","Mitch Wallis","WBD",1,11750,84
"1750","Aliir Aliir","SYD",1,10600,58
"1751","Ed Richards","WBD",1,7030,40
"1752","Nick Blakey","SYD",1,6800,42
"1753","Luke Shuey","WCE",1,14150,95
"1754","Elliot Yeo","WCE",1,16440,91
"1755","Alex Witherden","BRL",1,13980,83
"1756","Liam Ryan","WCE",1,8250,54
"1757","Tom Jonas","PTA",1,10500,42
"1758","Steven Motlop","PTA",1,10190,62
"1759","Dan Houston","PTA",1,10610,67
"1760","Charlie Spargo","MEL",1,7830,49
"1761","Eddie Betts","ADE",1,9120,60
"1762","Richard Douglas","ADE",1,10040,59
"1763","Jarman Impey","HAW",1,9190,69
"1764","Jonathon Ceglar","HAW",1,9180,48
"1765","Blake Hardwick","HAW",1,8630,88
"1766","Isaac Smith","HAW",1,12650,84
"1767","Conor Nash","HAW",1,6430,46
"1768","David Mirra","HAW",1,8980,76
"1769","George Hewett","SYD",1,10020,70
"1770","Marcus Bontempelli","WBD",1,15040,128
"1771","Taylor Duryea","WBD",1,7990,51
"1772","Jordan Dawson","SYD",1,9400,43
"1773","Oliver Florent","SYD",1,9380,52
"1774","Will Hayward","SYD",1,8670,62
"1775","Lewis Melican","SYD",1,6490,34
"1776","Aaron Naughton","WBD",1,7510,79
"1777","Harris Andrews","BRL",1,10670,67
"1778","Daniel Rich","BRL",1,11220,101
"1779","Mark Hutchings","WCE",1,9770,52
"1780","Jeremy McGovern","WCE",1,9770,54
"1781","Jack Redden","WCE",1,16560,87
"1782","Tom Hickey","WCE",1,10700,31
"1783","Thomas Cole","WCE",1,7340,30
"1784","Jarrod Berry","BRL",1,11540,88
"1785","Hugh McCluggage","BRL",1,12680,92
"1786","Daniel Venables","WCE",1,6630,42
"1787","Zac Bailey","BRL",1,7930,58
"1788","Sam Frost","MEL",1,7060,26
"1790","Neville Jetta","MEL",1,7090,36
"1791","Oscar McDonald","MEL",1,7120,21
"1808","Tom Clurey","PTA",1,8690,54
"1822","Todd Marshall","PTA",1,6540,50
"1845","Josh Jenkins","ADE",1,12090,68
"1846","David Mackay","ADE",1,9120,61
"1848","Daniel Talia","ADE",1,7930,63
"1853","Luke Breust","HAW",1,12130,48
"1854","Shaun Burgoyne","HAW",1,12060,45
"1855","James Frawley","HAW",1,7830,36
"1856","Jack Gunston","HAW",1,12730,94
"1859","Ben McEvoy","HAW",1,12510,101
"1860","Paul Puopolo","HAW",1,9460,37
"1862","Ben Stratton","HAW",1,7540,53
"1864","Riley Knight","ADE",1,9420,72
"1867","Ricky Henderson","HAW",1,12410,87
"1869","Jake Kelly","ADE",1,9150,74
"1879","Alex Keath","ADE",1,7980,77
"1884","Harry Morrison","HAW",1,9380,65
"1885","Jarryd Roughead","HAW",1,10770,60
"1889","Lachlan Murphy","ADE",1,7190,37
"1906","Harry Cunningham","SYD",1,12000,82
"1907","Heath Grundy","SYD",1,9630,48
"1909","Dane Rampe","SYD",1,9850,84
"1918","Matthew Suckling","WBD",1,12610,79
"1919","Easton Wood","WBD",1,8590,23
"1920","Josh Schache","WBD",1,8760,38
"1923","Jarrad McVeigh","SYD",1,11480,57
"1924","Zaine Cordy","WBD",1,7090,39
"1926","Hayden Crozier","WBD",1,12580,23
"1928","Bailey Williams","WBD",1,11270,48
"1948","Billy Gowers","WBD",1,9250,67
"1967","Darcy Gardiner","BRL",1,9330,64
"1969","Daniel McStay","BRL",1,7920,39
"1971","Mitch Robinson","BRL",1,12140,66
"1973","Josh Walker","BRL",1,10090,39
"1975","Liam Duggan","WCE",1,10420,55
"1981","Brad Sheppard","WCE",1,11510,85
"1984","Luke Hodge","BRL",1,12090,70
"1986","Lewis Jetta","WCE",1,9950,45
"1988","Charlie Cameron","BRL",1,9850,79
"1990","Eric Hipwood","BRL",1,8900,30
"1991","Tom Barrass","WCE",1,9550,49
"1999","Oscar McInerney","BRL",1,7620,29
"2004","Jake Waterman","WCE",1,7820,34
"2026","Jarrod Witts","GCS",3,13670,93
"2027","Jack Macrae","WBD",3,17110,132
"2028","Bailey Scott","NTH",3,7110,46
"2029","Marcus Bontempelli","WBD",3,14760,129
"2030","Tom Liberatore","WBD",3,11880,119
"2031","Tory Dickson","WBD",3,7350,42
"2032","Aaron Hall","NTH",3,11830,75
"2033","Jack Bowes","GCS",3,10590,98
"2034","Nat Fyfe","FRE",3,15780,78
"2035","Rory Lobb","FRE",3,10760,95
"2036","Bradley Hill","FRE",3,13990,93
"2037","Lachie Hunter","WBD",3,16050,94
"2038","Sam Collins","GCS",3,5430,47
"2039","Peter Wright","GCS",3,8410,74
"2040","James Cousins","HAW",3,11290,61
"2041","Rowan Marshall","STK",3,12280,122
"2042","Jack Scrimshaw","HAW",3,7050,64
"2043","Michael Walters","FRE",3,10130,98
"2044","Ed Langdon","FRE",3,13150,107
"2045","Luke Ryan","FRE",3,9630,136
"2046","Jamie Macmillan","NTH",3,11520,97
"2047","Josh Dunkley","WBD",3,13270,85
"2048","Toby McLean","WBD",3,11160,51
"2049","James Worpel","HAW",3,13290,60
"2050","Anthony Miles","GCS",3,10450,73
"2051","Luke Davies-Uniacke","NTH",3,9380,31
"2052","Tarryn Thomas","NTH",3,5000,44
"2053","Jack Sinclair","STK",3,9810,32
"2054","James Sicily","HAW",3,13060,84
"2055","Tom Campbell","NTH",3,5700,38
"2056","Jack Newnes","STK",3,12460,86
"2057","Travis Colyer","FRE",3,8300,62
"2058","Pearce Hanley","GCS",3,8260,72
"2059","Brayden Fiorini","GCS",3,13520,110
"2060","Wil Powell","GCS",3,9450,51
"2061","Cam McCarthy","FRE",3,7720,64
"2062","Tim English","WBD",3,9480,56
"2063","Shaun Higgins","NTH",3,13360,125
"2064","Isaac Smith","HAW",3,11520,102
"2065","Jaeger O'Meara","HAW",3,15450,136
"2066","Matt Taberner","FRE",3,10710,72
"2067","Matthew Parker","STK",3,8120,46
"2068","Aaron Naughton","WBD",3,8130,69
"2069","Dom Tyson","NTH",3,10060,71
"2070","Luke Breust","HAW",3,10370,93
"2071","Mitch Wallis","WBD",3,12030,73
"2072","Luke McDonald","NTH",3,9220,52
"2073","Jesse Hogan","FRE",3,11990,64
"2074","Darcy Tucker","FRE",3,9880,66
"2075","Sam Lloyd","WBD",3,9720,48
"2076","Alex Sexton","GCS",3,10440,70
"2077","Caleb Daniel","WBD",3,12540,96
"2078","Matthew Suckling","WBD",3,13170,79
"2079","Charlie Ballard","GCS",3,7070,33
"2080","Jared Polec","NTH",3,13030,85
"2081","Jack Gunston","HAW",3,12830,64
"2082","Jack Martin","GCS",3,12610,110
"2083","Josh Schache","WBD",3,8680,36
"2084","David Swallow","GCS",3,12370,52
"2085","Tom Scully","HAW",3,9900,68
"2086","David Mirra","HAW",3,9170,70
"2087","Darcy MacPherson","GCS",3,10700,67
"2088","Bailey Smith","WBD",3,5600,85
"2089","Ben Cunnington","NTH",3,13660,94
"2090","Ben McEvoy","HAW",3,12820,127
"2091","Ricky Henderson","HAW",3,13110,108
"2092","Dylan Moore","HAW",3,5000,43
"2093","David Mundy","FRE",3,11640,84
"2094","Jack Billings","STK",3,13530,108
"2095","Josh Bruce","STK",3,9850,47
"2096","Luke Dunstan","STK",3,10340,90
"2097","Jade Gresham","STK",3,11880,84
"2098","Sebastian Ross","STK",3,15940,64
"2099","Josh Battle","STK",3,6820,79
"2100","Hunter Clark","STK",3,9050,42
"2101","Jarrod Harbrow","GCS",3,12050,66
"2102","Taylor Duryea","WBD",3,7850,74
"2103","Ed Richards","WBD",3,6330,40
"2104","Jack Lukosius","GCS",3,5500,40
"2105","Robbie Tarrant","NTH",3,9210,97
"2106","Blake Hardwick","HAW",3,8930,60
"2107","Dean Kent","STK",3,7820,50
"2108","Jack Steele","STK",3,15630,116
"2109","Shane Savage","STK",3,10900,76
"2110","Jimmy Webster","STK",3,10060,67
"2111","Brandon Matera","FRE",3,8690,70
"2112","Taylin Duman","FRE",3,8860,82
"2113","Andrew Brayshaw","FRE",3,10230,61
"2114","Adam Cerra","FRE",3,7950,102
"2115","Touk Miller","GCS",3,12660,84
"2116","Lewis Young","WBD",3,5840,37
"2117","Christopher Burgess","GCS",3,5500,41
"2118","Ben Brown","NTH",3,9500,32
"2119","Todd Goldstein","NTH",3,14460,70
"2120","Jack Ziebell","NTH",3,11570,104
"2121","Jarman Impey","HAW",3,8770,88
"2122","Chad Wingard","HAW",3,13410,70
"2123","Ben McKay","NTH",3,5000,19
"2124","Conor Nash","HAW",3,5880,55
"2125","Nathan Wilson","FRE",3,9430,69
"2126","Blake Acres","STK",3,10500,45
"2127","Ethan Hughes","FRE",3,7200,61
"2128","Reece Conca","FRE",3,11310,104
"2129","Callum Wilkie","STK",3,5500,47
"2137","Lachie Weller","GCS",3,11700,91
"2143","Easton Wood","WBD",3,8130,54
"2144","Jack Hombsch","GCS",3,6090,48
"2147","Jordan Murdoch","GCS",3,9740,58
"2149","Zaine Cordy","WBD",3,7020,38
"2151","Hayden Crozier","WBD",3,12360,47
"2156","Jesse Joyce","GCS",3,8310,38
"2169","Nick Holman","GCS",3,8420,17
"2171","Billy Gowers","WBD",3,9500,61
"2187","Shaun Atley","NTH",3,8760,111
"2190","Scott D. Thompson","NTH",3,9330,85
"2191","Kayne Turner","NTH",3,7750,37
"2196","Jasper Pittard","NTH",3,10440,107
"2200","Jonathon Ceglar","HAW",3,9710,77
"2201","James Frawley","HAW",3,7540,54
"2204","Paul Puopolo","HAW",3,9000,26
"2206","Ben Stratton","HAW",3,7140,57
"2209","Trent Dumont","NTH",3,13320,105
"2220","Harry Morrison","HAW",3,9540,52
"2225","Jy Simpkin","NTH",3,8020,66
"2246","Nathan Brown","STK",3,5000,38
"2250","Alex Pearce","FRE",3,5500,55
"2252","Jarryn Geary","STK",3,10370,91
"2253","Jack Lonie","STK",3,10200,65
"2259","Joel Hamling","FRE",3,8970,78
"2261","Tim Membrey","STK",3,9770,84
"2266","Daniel McKenzie","STK",3,7770,59
"2278","Bailey Banfield","FRE",3,9750,46
"2301","Doulton Langlands","STK",18,5000,59
"2302","Rowan Marshall","STK",18,14350,108
"2303","Josh Dunkley","WBD",18,16770,123
"2304","Jack Macrae","WBD",18,15670,132
"2305","Esava Ratugolea","GEE",18,7410,61
"2306","Jed Bews","GEE",18,6560,35
"2307","Andrew Gaff","WCE",18,15430,107
"2308","Josh J. Kennedy","WCE",18,7640,41
"2309","Lachie Hunter","WBD",18,14280,74
"2310","Harry Taylor","GEE",18,7880,48
"2311","Chris Masten","WCE",18,8910,86
"2312","Jack Newnes","STK",18,9910,53
"2313","Patrick Dangerfield","GEE",18,16140,97
"2314","Elliot Yeo","WCE",18,15300,91
"2315","Jack Billings","STK",18,14170,110
"2316","Ben McEvoy","HAW",18,12140,97
"2317","Taylor Duryea","WBD",18,9890,75
"2318","Mitch Duncan","GEE",18,15400,105
"2319","Zach Tuohy","GEE",18,10060,67
"2320","Joel Selwood","GEE",18,11680,97
"2321","James Parsons","GEE",18,7560,55
"2322","Angus Brayshaw","MEL",18,11550,70
"2323","Jake Waterman","WCE",18,7720,47
"2324","Chad Wingard","HAW",18,10340,68
"2325","Mitch Lewis","HAW",18,7780,81
"2326","Marcus Bontempelli","WBD",18,13850,65
"2327","Jaeger O'Meara","HAW",18,13910,85
"2328","Jack Redden","WCE",18,13610,79
"2329","Tim Kelly","GEE",18,14410,81
"2330","James Worpel","HAW",18,13220,89
"2331","Josh Bruce","STK",18,8830,38
"2332","Roarke Smith","WBD",18,6390,48
"2333","Hunter Clark","STK",18,11260,105
"2334","Brad Sheppard","WCE",18,11320,89
"2335","Tom Hickey","WCE",18,10440,57
"2336","Luke Dunstan","STK",18,12510,85
"2337","Sebastian Ross","STK",18,13130,79
"2338","Gary Ablett","GEE",18,12170,86
"2339","James Sicily","HAW",18,12390,61
"2340","Tom Stewart","GEE",18,13210,92
"2341","Max Gawn","MEL",18,16240,101
"2342","Jack Darling","WCE",18,10530,103
"2343","Luke Shuey","WCE",18,14830,99
"2344","Jarrod Cameron","WCE",18,8620,24
"2345","Tom Liberatore","WBD",18,11590,45
"2346","Liam Shiels","HAW",18,13440,133
"2347","Ricky Henderson","HAW",18,14240,85
"2349","Dom Sheed","WCE",18,14110,125
"2350","Josh Schache","WBD",18,8100,24
"2351","Rhys Stanley","GEE",18,11830,64
"2352","Jordan Clark","GEE",18,10260,54
"2353","Clayton Oliver","MEL",18,14960,117
"2355","Alex Neal-Bullen","MEL",18,8580,57
"2356","Christian Petracca","MEL",18,10950,55
"2357","Harrison Petty","MEL",18,6320,48
"2358","Jack Steele","STK",18,13480,62
"2359","Nick Coffield","STK",18,7270,82
"2360","Tom Scully","HAW",18,9350,61
"2361","Mark Blicavs","GEE",18,9350,90
"2362","Michael Hibberd","MEL",18,8310,70
"2363","Bayley Fritsch","MEL",18,10290,134
"2364","Oscar Allen","WCE",18,8140,59
"2365","Caleb Daniel","WBD",18,13960,65
"2366","Blake Acres","STK",18,9920,83
"2367","Patrick Lipinski","WBD",18,11980,41
"2368","Aaron Naughton","WBD",18,9240,34
"2369","Tom Hawkins","GEE",18,10310,70
"2370","Isaac Smith","HAW",18,11680,77
"2371","Gryan Miers","GEE",18,10010,61
"2372","Jordan Lewis","MEL",18,9020,67
